timestamp,washing_machine
2026-09-01T09:01:08,6.5
2026-09-01T09:01:09,8.2
2026-09-01T09:01:10,9.4
2026-09-01T09:01:11,8.6
2026-09-01T09:01:12,6.1
2026-09-01T09:01:13,5.5
2026-09-01T09:01:14,8.4
2026-09-01T09:01:15,7.3
2026-09-01T09:01:16,6.9
2026-09-01T09:01:17,9.0
2026-09-01T09:01:18,9.1
2026-09-01T09:01:19,8.2
2026-09-01T09:01:20,8.2
2026-09-01T09:01:21,8.4
2026-09-01T09:01:22,9.6
2026-09-01T09:01:23,8.6
2026-09-01T09:01:24,8.5
2026-09-01T09:01:25,8.5
2026-09-01T09:01:26,6.4
2026-09-01T09:01:27,9.3
2026-09-01T09:01:28,9.0
2026-09-01T09:01:29,8.5
2026-09-01T09:01:30,6.0
2026-09-01T09:01:31,7.4
2026-09-01T09:01:32,8.8
2026-09-01T09:01:33,6.2
2026-09-01T09:01:34,7.8
2026-09-01T09:01:35,9.0
2026-09-01T09:01:36,6.7
2026-09-01T09:01:37,9.6
2026-09-01T09:01:38,8.6
2026-09-01T09:01:39,7.8
2026-09-01T09:01:40,8.3
2026-09-01T09:01:41,8.6
2026-09-01T09:01:42,8.1
2026-09-01T09:01:43,9.1
2026-09-01T09:01:44,7.3
2026-09-01T09:01:45,7.6
2026-09-01T09:01:46,9.0
2026-09-01T09:01:47,8.0
2026-09-01T09:01:48,7.1
2026-09-01T09:01:49,8.9
2026-09-01T09:01:50,9.5
2026-09-01T09:01:51,7.6
2026-09-01T09:01:52,6.6
2026-09-01T09:01:53,7.9
2026-09-01T09:01:54,7.9
2026-09-01T09:01:55,7.7
2026-09-01T09:01:56,9.4
2026-09-01T09:01:57,7.0
2026-09-01T09:01:58,9.3
2026-09-01T09:01:59,6.7
2026-09-01T09:02:00,2052.8
2026-09-01T09:02:01,2137.9
2026-09-01T09:02:02,2167.7
2026-09-01T09:02:03,2151.5
2026-09-01T09:02:04,2120.7
2026-09-01T09:02:05,2108.5
2026-09-01T09:02:06,2109.1
2026-09-01T09:02:07,2134.5
2026-09-01T09:02:08,2089.4
2026-09-01T09:02:09,2116.6
2026-09-01T09:02:10,2134.4
2026-09-01T09:02:11,2100.1
2026-09-01T09:02:12,2145.8
2026-09-01T09:02:13,2134.0
2026-09-01T09:02:14,2220.6
2026-09-01T09:02:15,2119.5
2026-09-01T09:02:16,2074.3
2026-09-01T09:02:17,2077.6
2026-09-01T09:02:18,2099.2
2026-09-01T09:02:19,2155.4
2026-09-01T09:02:20,2079.8
2026-09-01T09:02:21,2123.1
2026-09-01T09:02:22,2210.2
2026-09-01T09:02:23,1946.1
2026-09-01T09:02:24,2032.6
2026-09-01T09:02:25,2114.6
2026-09-01T09:02:26,2123.9
2026-09-01T09:02:27,2114.3
2026-09-01T09:02:28,2074.1
2026-09-01T09:02:29,2139.3
2026-09-01T09:02:30,2116.9
2026-09-01T09:02:31,2068.7
2026-09-01T09:02:32,2245.8
2026-09-01T09:02:33,2121.3
2026-09-01T09:02:34,2066.7
2026-09-01T09:02:35,2094.0
2026-09-01T09:02:36,2086.5
2026-09-01T09:02:37,2096.2
2026-09-01T09:02:38,1936.3
2026-09-01T09:02:39,2070.8
2026-09-01T09:02:40,2160.5
2026-09-01T09:02:41,2029.9
2026-09-01T09:02:42,2096.0
2026-09-01T09:02:43,2157.2
2026-09-01T09:02:44,2151.4
2026-09-01T09:02:45,2189.5
2026-09-01T09:02:46,1997.9
2026-09-01T09:02:47,2078.8
2026-09-01T09:02:48,2079.5
2026-09-01T09:02:49,2137.4
2026-09-01T09:02:50,2165.5
2026-09-01T09:02:51,1939.0
2026-09-01T09:02:52,2165.3
2026-09-01T09:02:53,2013.1
2026-09-01T09:02:54,2141.0
2026-09-01T09:02:55,2010.5
2026-09-01T09:02:56,2110.6
2026-09-01T09:02:57,2171.7
2026-09-01T09:02:58,2091.0
2026-09-01T09:02:59,2111.5
2026-09-01T09:03:00,2147.8
2026-09-01T09:03:01,2108.5
2026-09-01T09:03:02,2094.7
2026-09-01T09:03:03,2192.0
2026-09-01T09:03:04,2162.9
2026-09-01T09:03:05,2082.4
2026-09-01T09:03:06,2264.7
2026-09-01T09:03:07,2031.2
2026-09-01T09:03:08,2154.9
2026-09-01T09:03:09,2084.1
2026-09-01T09:03:10,2107.9
2026-09-01T09:03:11,2142.3
2026-09-01T09:03:12,2113.3
2026-09-01T09:03:13,2138.3
2026-09-01T09:03:14,2008.4
2026-09-01T09:03:15,2009.4
2026-09-01T09:03:16,2136.9
2026-09-01T09:03:17,2042.2
2026-09-01T09:03:18,2038.4
2026-09-01T09:03:19,2011.8
2026-09-01T09:03:20,2176.0
2026-09-01T09:03:21,2144.8
2026-09-01T09:03:22,2188.4
2026-09-01T09:03:23,2043.7
2026-09-01T09:03:24,2100.1
2026-09-01T09:03:25,2031.6
2026-09-01T09:03:26,2146.0
2026-09-01T09:03:27,2195.4
2026-09-01T09:03:28,2046.6
2026-09-01T09:03:29,2193.6
2026-09-01T09:03:30,2159.3
2026-09-01T09:03:31,2089.3
2026-09-01T09:03:32,1981.7
2026-09-01T09:03:33,2184.4
2026-09-01T09:03:34,2094.2
2026-09-01T09:03:35,2063.8
2026-09-01T09:03:36,2124.0
2026-09-01T09:03:37,2124.6
2026-09-01T09:03:38,2189.9
2026-09-01T09:03:39,2038.8
2026-09-01T09:03:40,2168.2
2026-09-01T09:03:41,2189.2
2026-09-01T09:03:42,2187.1
2026-09-01T09:03:43,2089.2
2026-09-01T09:03:44,2055.4
2026-09-01T09:03:45,2161.1
2026-09-01T09:03:46,2106.9
2026-09-01T09:03:47,2107.5
2026-09-01T09:03:48,2185.5
2026-09-01T09:03:49,2084.2
2026-09-01T09:03:50,1962.2
2026-09-01T09:03:51,2076.8
2026-09-01T09:03:52,1988.8
2026-09-01T09:03:53,2149.1
2026-09-01T09:03:54,2119.0
2026-09-01T09:03:55,2063.3
2026-09-01T09:03:56,2099.4
2026-09-01T09:03:57,2150.0
2026-09-01T09:03:58,2104.7
2026-09-01T09:03:59,2179.6
2026-09-01T09:04:00,2096.3
2026-09-01T09:04:01,2162.4
2026-09-01T09:04:02,2189.5
2026-09-01T09:04:03,2196.6
2026-09-01T09:04:04,2059.7
2026-09-01T09:04:05,2152.8
2026-09-01T09:04:06,1987.4
2026-09-01T09:04:07,2035.0
2026-09-01T09:04:08,1982.2
2026-09-01T09:04:09,2164.1
2026-09-01T09:04:10,2026.1
2026-09-01T09:04:11,2099.2
2026-09-01T09:04:12,2088.5
2026-09-01T09:04:13,2098.3
2026-09-01T09:04:14,2064.5
2026-09-01T09:04:15,2114.0
2026-09-01T09:04:16,2207.5
2026-09-01T09:04:17,2102.7
2026-09-01T09:04:18,2131.9
2026-09-01T09:04:19,2160.0
2026-09-01T09:04:20,2088.1
2026-09-01T09:04:21,2024.4
2026-09-01T09:04:22,2066.7
2026-09-01T09:04:23,2164.4
2026-09-01T09:04:24,2001.2
2026-09-01T09:04:25,2064.1
2026-09-01T09:04:26,2160.4
2026-09-01T09:04:27,2147.6
2026-09-01T09:04:28,2100.5
2026-09-01T09:04:29,2148.3
2026-09-01T09:04:30,2110.0
2026-09-01T09:04:31,2029.3
2026-09-01T09:04:32,2006.2
2026-09-01T09:04:33,2061.7
2026-09-01T09:04:34,2155.4
2026-09-01T09:04:35,2066.1
2026-09-01T09:04:36,2045.9
2026-09-01T09:04:37,2053.7
2026-09-01T09:04:38,2008.1
2026-09-01T09:04:39,2093.0
2026-09-01T09:04:40,2029.2
2026-09-01T09:04:41,2121.8
2026-09-01T09:04:42,1958.4
2026-09-01T09:04:43,2119.7
2026-09-01T09:04:44,2061.5
2026-09-01T09:04:45,1983.5
2026-09-01T09:04:46,2143.5
2026-09-01T09:04:47,2083.5
2026-09-01T09:04:48,1966.2
2026-09-01T09:04:49,2047.5
2026-09-01T09:04:50,2117.5
2026-09-01T09:04:51,2072.5
2026-09-01T09:04:52,2146.8
2026-09-01T09:04:53,2144.9
2026-09-01T09:04:54,2140.0
2026-09-01T09:04:55,2119.6
2026-09-01T09:04:56,2180.0
2026-09-01T09:04:57,2139.6
2026-09-01T09:04:58,2127.1
2026-09-01T09:04:59,1975.0
2026-09-01T09:05:00,2153.8
2026-09-01T09:05:01,2178.6
2026-09-01T09:05:02,2082.2
2026-09-01T09:05:03,2071.8
2026-09-01T09:05:04,2216.4
2026-09-01T09:05:05,1994.5
2026-09-01T09:05:06,2128.1
2026-09-01T09:05:07,2245.4
2026-09-01T09:05:08,2044.3
2026-09-01T09:05:09,2141.4
2026-09-01T09:05:10,2213.2
2026-09-01T09:05:11,2092.8
2026-09-01T09:05:12,2133.7
2026-09-01T09:05:13,2154.2
2026-09-01T09:05:14,2045.7
2026-09-01T09:05:15,2094.7
2026-09-01T09:05:16,2117.6
2026-09-01T09:05:17,2149.5
2026-09-01T09:05:18,2097.9
2026-09-01T09:05:19,2088.3
2026-09-01T09:05:20,2039.0
2026-09-01T09:05:21,2078.5
2026-09-01T09:05:22,2153.5
2026-09-01T09:05:23,2106.1
2026-09-01T09:05:24,2048.8
2026-09-01T09:05:25,2049.5
2026-09-01T09:05:26,2260.0
2026-09-01T09:05:27,2168.4
2026-09-01T09:05:28,2138.2
2026-09-01T09:05:29,1944.4
2026-09-01T09:05:30,2137.3
2026-09-01T09:05:31,2128.8
2026-09-01T09:05:32,2201.0
2026-09-01T09:05:33,2125.7
2026-09-01T09:05:34,2096.0
2026-09-01T09:05:35,2131.3
2026-09-01T09:05:36,1983.3
2026-09-01T09:05:37,2162.0
2026-09-01T09:05:38,2119.5
2026-09-01T09:05:39,2057.9
2026-09-01T09:05:40,2179.5
2026-09-01T09:05:41,2208.6
2026-09-01T09:05:42,2015.9
2026-09-01T09:05:43,2060.0
2026-09-01T09:05:44,2117.5
2026-09-01T09:05:45,2111.0
2026-09-01T09:05:46,2076.1
2026-09-01T09:05:47,2041.5
2026-09-01T09:05:48,2227.2
2026-09-01T09:05:49,2162.2
2026-09-01T09:05:50,2028.3
2026-09-01T09:05:51,2019.3
2026-09-01T09:05:52,2202.2
2026-09-01T09:05:53,2159.3
2026-09-01T09:05:54,2209.3
2026-09-01T09:05:55,2148.6
2026-09-01T09:05:56,2047.7
2026-09-01T09:05:57,2115.6
2026-09-01T09:05:58,1970.4
2026-09-01T09:05:59,2055.1
2026-09-01T09:06:00,417.5
2026-09-01T09:06:01,436.8
2026-09-01T09:06:02,382.7
2026-09-01T09:06:03,402.8
2026-09-01T09:06:04,422.0
2026-09-01T09:06:05,414.7
2026-09-01T09:06:06,421.1
2026-09-01T09:06:07,399.8
2026-09-01T09:06:08,374.4
2026-09-01T09:06:09,414.8
2026-09-01T09:06:10,381.0
2026-09-01T09:06:11,341.9
2026-09-01T09:06:12,345.7
2026-09-01T09:06:13,366.6
2026-09-01T09:06:14,358.1
2026-09-01T09:06:15,364.6
2026-09-01T09:06:16,354.1
2026-09-01T09:06:17,357.1
2026-09-01T09:06:18,348.8
2026-09-01T09:06:19,308.0
2026-09-01T09:06:20,379.4
2026-09-01T09:06:21,408.8
2026-09-01T09:06:22,388.2
2026-09-01T09:06:23,367.4
2026-09-01T09:06:24,397.0
2026-09-01T09:06:25,344.6
2026-09-01T09:06:26,311.5
2026-09-01T09:06:27,393.9
2026-09-01T09:06:28,358.4
2026-09-01T09:06:29,429.3
2026-09-01T09:06:30,360.4
2026-09-01T09:06:31,302.7
2026-09-01T09:06:32,370.3
2026-09-01T09:06:33,479.0
2026-09-01T09:06:34,404.7
2026-09-01T09:06:35,369.1
2026-09-01T09:06:36,397.4
2026-09-01T09:06:37,452.7
2026-09-01T09:06:38,455.6
2026-09-01T09:06:39,446.7
2026-09-01T09:06:40,502.9
2026-09-01T09:06:41,475.6
2026-09-01T09:06:42,450.4
2026-09-01T09:06:43,478.9
2026-09-01T09:06:44,525.0
2026-09-01T09:06:45,501.4
2026-09-01T09:06:46,507.2
2026-09-01T09:06:47,426.6
2026-09-01T09:06:48,467.6
2026-09-01T09:06:49,506.3
2026-09-01T09:06:50,468.8
2026-09-01T09:06:51,527.0
2026-09-01T09:06:52,511.6
2026-09-01T09:06:53,527.5
2026-09-01T09:06:54,486.1
2026-09-01T09:06:55,599.8
2026-09-01T09:06:56,550.9
2026-09-01T09:06:57,496.0
2026-09-01T09:06:58,511.5
2026-09-01T09:06:59,614.9
2026-09-01T09:07:00,500.5
2026-09-01T09:07:01,552.3
2026-09-01T09:07:02,559.7
2026-09-01T09:07:03,523.7
2026-09-01T09:07:04,479.8
2026-09-01T09:07:05,536.9
2026-09-01T09:07:06,546.6
2026-09-01T09:07:07,580.3
2026-09-01T09:07:08,569.2
2026-09-01T09:07:09,541.5
2026-09-01T09:07:10,577.4
2026-09-01T09:07:11,567.4
2026-09-01T09:07:12,556.7
2026-09-01T09:07:13,553.1
2026-09-01T09:07:14,543.6
2026-09-01T09:07:15,583.2
2026-09-01T09:07:16,515.9
2026-09-01T09:07:17,535.2
2026-09-01T09:07:18,562.8
2026-09-01T09:07:19,506.2
2026-09-01T09:07:20,549.4
2026-09-01T09:07:21,488.6
2026-09-01T09:07:22,543.6
2026-09-01T09:07:23,595.6
2026-09-01T09:07:24,597.3
2026-09-01T09:07:25,574.3
2026-09-01T09:07:26,568.9
2026-09-01T09:07:27,523.2
2026-09-01T09:07:28,654.6
2026-09-01T09:07:29,603.7
2026-09-01T09:07:30,628.2
2026-09-01T09:07:31,550.6
2026-09-01T09:07:32,579.8
2026-09-01T09:07:33,515.8
2026-09-01T09:07:34,621.0
2026-09-01T09:07:35,628.3
2026-09-01T09:07:36,516.1
2026-09-01T09:07:37,590.9
2026-09-01T09:07:38,619.2
2026-09-01T09:07:39,524.3
2026-09-01T09:07:40,522.6
2026-09-01T09:07:41,553.8
2026-09-01T09:07:42,571.9
2026-09-01T09:07:43,541.5
2026-09-01T09:07:44,599.4
2026-09-01T09:07:45,608.6
2026-09-01T09:07:46,624.4
2026-09-01T09:07:47,627.5
2026-09-01T09:07:48,659.7
2026-09-01T09:07:49,646.4
2026-09-01T09:07:50,547.5
2026-09-01T09:07:51,579.8
2026-09-01T09:07:52,557.6
2026-09-01T09:07:53,556.8
2026-09-01T09:07:54,596.5
2026-09-01T09:07:55,599.7
2026-09-01T09:07:56,618.8
2026-09-01T09:07:57,535.4
2026-09-01T09:07:58,548.9
2026-09-01T09:07:59,597.0
2026-09-01T09:08:00,589.4
2026-09-01T09:08:01,584.2
2026-09-01T09:08:02,593.5
2026-09-01T09:08:03,564.8
2026-09-01T09:08:04,622.4
2026-09-01T09:08:05,607.6
2026-09-01T09:08:06,589.0
2026-09-01T09:08:07,564.5
2026-09-01T09:08:08,583.3
2026-09-01T09:08:09,480.3
2026-09-01T09:08:10,548.6
2026-09-01T09:08:11,588.1
2026-09-01T09:08:12,525.0
2026-09-01T09:08:13,591.7
2026-09-01T09:08:14,588.1
2026-09-01T09:08:15,525.6
2026-09-01T09:08:16,569.0
2026-09-01T09:08:17,564.8
2026-09-01T09:08:18,593.9
2026-09-01T09:08:19,598.2
2026-09-01T09:08:20,570.4
2026-09-01T09:08:21,535.8
2026-09-01T09:08:22,562.1
2026-09-01T09:08:23,563.2
2026-09-01T09:08:24,593.0
2026-09-01T09:08:25,573.2
2026-09-01T09:08:26,530.3
2026-09-01T09:08:27,502.7
2026-09-01T09:08:28,539.6
2026-09-01T09:08:29,522.5
2026-09-01T09:08:30,505.1
2026-09-01T09:08:31,542.4
2026-09-01T09:08:32,524.9
2026-09-01T09:08:33,546.1
2026-09-01T09:08:34,560.1
2026-09-01T09:08:35,519.9
2026-09-01T09:08:36,626.6
2026-09-01T09:08:37,517.9
2026-09-01T09:08:38,571.9
2026-09-01T09:08:39,529.8
2026-09-01T09:08:40,566.5
2026-09-01T09:08:41,423.8
2026-09-01T09:08:42,485.7
2026-09-01T09:08:43,522.5
2026-09-01T09:08:44,533.5
2026-09-01T09:08:45,599.6
2026-09-01T09:08:46,515.8
2026-09-01T09:08:47,550.8
2026-09-01T09:08:48,526.9
2026-09-01T09:08:49,530.7
2026-09-01T09:08:50,509.8
2026-09-01T09:08:51,479.7
2026-09-01T09:08:52,502.8
2026-09-01T09:08:53,435.7
2026-09-01T09:08:54,522.5
2026-09-01T09:08:55,430.9
2026-09-01T09:08:56,477.9
2026-09-01T09:08:57,549.1
2026-09-01T09:08:58,451.6
2026-09-01T09:08:59,457.6
2026-09-01T09:09:00,499.6
2026-09-01T09:09:01,450.3
2026-09-01T09:09:02,413.1
2026-09-01T09:09:03,451.8
2026-09-01T09:09:04,460.9
2026-09-01T09:09:05,462.1
2026-09-01T09:09:06,398.9
2026-09-01T09:09:07,495.9
2026-09-01T09:09:08,488.5
2026-09-01T09:09:09,418.6
2026-09-01T09:09:10,424.6
2026-09-01T09:09:11,392.6
2026-09-01T09:09:12,462.3
2026-09-01T09:09:13,373.5
2026-09-01T09:09:14,424.5
2026-09-01T09:09:15,374.3
2026-09-01T09:09:16,361.6
2026-09-01T09:09:17,414.0
2026-09-01T09:09:18,434.5
2026-09-01T09:09:19,376.6
2026-09-01T09:09:20,345.7
2026-09-01T09:09:21,401.1
2026-09-01T09:09:22,362.5
2026-09-01T09:09:23,372.8
2026-09-01T09:09:24,417.1
2026-09-01T09:09:25,397.3
2026-09-01T09:09:26,331.3
2026-09-01T09:09:27,447.6
2026-09-01T09:09:28,360.6
2026-09-01T09:09:29,396.1
2026-09-01T09:09:30,342.9
2026-09-01T09:09:31,371.2
2026-09-01T09:09:32,307.1
2026-09-01T09:09:33,452.7
2026-09-01T09:09:34,440.0
2026-09-01T09:09:35,340.9
2026-09-01T09:09:36,333.4
2026-09-01T09:09:37,332.8
2026-09-01T09:09:38,448.8
2026-09-01T09:09:39,387.4
2026-09-01T09:09:40,407.5
2026-09-01T09:09:41,401.4
2026-09-01T09:09:42,413.1
2026-09-01T09:09:43,378.4
2026-09-01T09:09:44,426.9
2026-09-01T09:09:45,372.4
2026-09-01T09:09:46,431.0
2026-09-01T09:09:47,450.1
2026-09-01T09:09:48,460.3
2026-09-01T09:09:49,436.2
2026-09-01T09:09:50,413.2
2026-09-01T09:09:51,459.5
2026-09-01T09:09:52,437.5
2026-09-01T09:09:53,523.3
2026-09-01T09:09:54,495.1
2026-09-01T09:09:55,463.5
2026-09-01T09:09:56,452.9
2026-09-01T09:09:57,447.2
2026-09-01T09:09:58,441.4
2026-09-01T09:09:59,468.4
2026-09-01T09:10:00,497.8
2026-09-01T09:10:01,510.1
2026-09-01T09:10:02,515.7
2026-09-01T09:10:03,580.3
2026-09-01T09:10:04,471.5
2026-09-01T09:10:05,503.5
2026-09-01T09:10:06,618.1
2026-09-01T09:10:07,434.8
2026-09-01T09:10:08,491.8
2026-09-01T09:10:09,522.6
2026-09-01T09:10:10,525.1
2026-09-01T09:10:11,538.3
2026-09-01T09:10:12,515.4
2026-09-01T09:10:13,542.6
2026-09-01T09:10:14,532.9
2026-09-01T09:10:15,564.5
2026-09-01T09:10:16,460.8
2026-09-01T09:10:17,503.8
2026-09-01T09:10:18,541.8
2026-09-01T09:10:19,503.3
2026-09-01T09:10:20,505.4
2026-09-01T09:10:21,574.8
2026-09-01T09:10:22,526.2
2026-09-01T09:10:23,580.0
2026-09-01T09:10:24,586.8
2026-09-01T09:10:25,571.5
2026-09-01T09:10:26,581.8
2026-09-01T09:10:27,559.5
2026-09-01T09:10:28,509.5
2026-09-01T09:10:29,566.7
2026-09-01T09:10:30,588.1
2026-09-01T09:10:31,550.7
2026-09-01T09:10:32,569.8
2026-09-01T09:10:33,605.6
2026-09-01T09:10:34,542.2
2026-09-01T09:10:35,604.7
2026-09-01T09:10:36,655.2
2026-09-01T09:10:37,560.1
2026-09-01T09:10:38,589.6
2026-09-01T09:10:39,579.2
2026-09-01T09:10:40,648.2
2026-09-01T09:10:41,600.6
2026-09-01T09:10:42,625.1
2026-09-01T09:10:43,562.7
2026-09-01T09:10:44,590.8
2026-09-01T09:10:45,592.1
2026-09-01T09:10:46,522.4
2026-09-01T09:10:47,652.0
2026-09-01T09:10:48,631.2
2026-09-01T09:10:49,526.0
2026-09-01T09:10:50,626.5
2026-09-01T09:10:51,592.1
2026-09-01T09:10:52,615.9
2026-09-01T09:10:53,613.1
2026-09-01T09:10:54,538.9
2026-09-01T09:10:55,590.7
2026-09-01T09:10:56,659.2
2026-09-01T09:10:57,576.7
2026-09-01T09:10:58,559.0
2026-09-01T09:10:59,545.6
2026-09-01T09:11:00,551.2
2026-09-01T09:11:01,613.4
2026-09-01T09:11:02,667.5
2026-09-01T09:11:03,616.8
2026-09-01T09:11:04,609.2
2026-09-01T09:11:05,688.4
2026-09-01T09:11:06,577.9
2026-09-01T09:11:07,571.2
2026-09-01T09:11:08,618.8
2026-09-01T09:11:09,619.0
2026-09-01T09:11:10,555.8
2026-09-01T09:11:11,548.8
2026-09-01T09:11:12,606.4
2026-09-01T09:11:13,603.8
2026-09-01T09:11:14,540.7
2026-09-01T09:11:15,583.9
2026-09-01T09:11:16,569.2
2026-09-01T09:11:17,608.1
2026-09-01T09:11:18,583.8
2026-09-01T09:11:19,583.8
2026-09-01T09:11:20,571.7
2026-09-01T09:11:21,626.6
2026-09-01T09:11:22,638.6
2026-09-01T09:11:23,566.8
2026-09-01T09:11:24,613.7
2026-09-01T09:11:25,547.9
2026-09-01T09:11:26,579.3
2026-09-01T09:11:27,604.6
2026-09-01T09:11:28,633.3
2026-09-01T09:11:29,555.5
2026-09-01T09:11:30,565.9
2026-09-01T09:11:31,574.7
2026-09-01T09:11:32,504.8
2026-09-01T09:11:33,563.2
2026-09-01T09:11:34,533.3
2026-09-01T09:11:35,572.9
2026-09-01T09:11:36,510.5
2026-09-01T09:11:37,474.2
2026-09-01T09:11:38,552.4
2026-09-01T09:11:39,558.8
2026-09-01T09:11:40,523.8
2026-09-01T09:11:41,578.7
2026-09-01T09:11:42,529.6
2026-09-01T09:11:43,513.5
2026-09-01T09:11:44,554.1
2026-09-01T09:11:45,469.4
2026-09-01T09:11:46,502.2
2026-09-01T09:11:47,525.5
2026-09-01T09:11:48,557.3
2026-09-01T09:11:49,513.8
2026-09-01T09:11:50,529.6
2026-09-01T09:11:51,487.9
2026-09-01T09:11:52,523.1
2026-09-01T09:11:53,574.3
2026-09-01T09:11:54,477.1
2026-09-01T09:11:55,595.9
2026-09-01T09:11:56,472.1
2026-09-01T09:11:57,495.2
2026-09-01T09:11:58,498.0
2026-09-01T09:11:59,528.6
2026-09-01T09:12:00,434.7
2026-09-01T09:12:01,396.6
2026-09-01T09:12:02,501.3
2026-09-01T09:12:03,505.2
2026-09-01T09:12:04,494.7
2026-09-01T09:12:05,571.3
2026-09-01T09:12:06,470.6
2026-09-01T09:12:07,468.8
2026-09-01T09:12:08,492.1
2026-09-01T09:12:09,465.9
2026-09-01T09:12:10,513.8
2026-09-01T09:12:11,393.9
2026-09-01T09:12:12,424.5
2026-09-01T09:12:13,297.9
2026-09-01T09:12:14,464.2
2026-09-01T09:12:15,412.9
2026-09-01T09:12:16,460.8
2026-09-01T09:12:17,506.0
2026-09-01T09:12:18,415.6
2026-09-01T09:12:19,401.6
2026-09-01T09:12:20,387.8
2026-09-01T09:12:21,370.2
2026-09-01T09:12:22,374.4
2026-09-01T09:12:23,421.1
2026-09-01T09:12:24,392.9
2026-09-01T09:12:25,389.9
2026-09-01T09:12:26,376.2
2026-09-01T09:12:27,415.6
2026-09-01T09:12:28,394.6
2026-09-01T09:12:29,365.1
2026-09-01T09:12:30,393.2
2026-09-01T09:12:31,356.3
2026-09-01T09:12:32,312.1
2026-09-01T09:12:33,412.3
2026-09-01T09:12:34,368.7
2026-09-01T09:12:35,315.9
2026-09-01T09:12:36,401.6
2026-09-01T09:12:37,376.4
2026-09-01T09:12:38,304.2
2026-09-01T09:12:39,435.3
2026-09-01T09:12:40,388.4
2026-09-01T09:12:41,414.8
2026-09-01T09:12:42,391.2
2026-09-01T09:12:43,381.5
2026-09-01T09:12:44,329.6
2026-09-01T09:12:45,434.5
2026-09-01T09:12:46,400.9
2026-09-01T09:12:47,392.4
2026-09-01T09:12:48,421.9
2026-09-01T09:12:49,415.0
2026-09-01T09:12:50,443.0
2026-09-01T09:12:51,405.1
2026-09-01T09:12:52,422.5
2026-09-01T09:12:53,342.4
2026-09-01T09:12:54,414.9
2026-09-01T09:12:55,462.8
2026-09-01T09:12:56,493.2
2026-09-01T09:12:57,429.0
2026-09-01T09:12:58,442.6
2026-09-01T09:12:59,514.6
2026-09-01T09:13:00,442.0
2026-09-01T09:13:01,488.2
2026-09-01T09:13:02,529.7
2026-09-01T09:13:03,467.8
2026-09-01T09:13:04,519.0
2026-09-01T09:13:05,445.1
2026-09-01T09:13:06,485.5
2026-09-01T09:13:07,477.6
2026-09-01T09:13:08,488.9
2026-09-01T09:13:09,533.0
2026-09-01T09:13:10,586.8
2026-09-01T09:13:11,468.0
2026-09-01T09:13:12,475.0
2026-09-01T09:13:13,521.3
2026-09-01T09:13:14,462.4
2026-09-01T09:13:15,527.8
2026-09-01T09:13:16,534.0
2026-09-01T09:13:17,503.2
2026-09-01T09:13:18,538.6
2026-09-01T09:13:19,458.5
2026-09-01T09:13:20,553.9
2026-09-01T09:13:21,464.7
2026-09-01T09:13:22,501.5
2026-09-01T09:13:23,510.0
2026-09-01T09:13:24,519.0
2026-09-01T09:13:25,572.2
2026-09-01T09:13:26,543.9
2026-09-01T09:13:27,527.4
